,Address,Bedrooms & Bathrooms,Date & Time Stamp,Latitude,Listing Title,Longitude,Map Accuracy,Price,Title Header,URL
1018,N/A,4BR / 3.5Ba,2017-11-13T10:58:50-0600,44.938200,4 BED/3.5 BATH DREAM HOME (ACCESS TO LAKE MINNETONKA!),-93.656100,22,$4000,/ 4br - 5755ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/4-bed-35-bath-dream-home/6385221020.html
1019,10641 Greenbrier Rd,1BR / 1Ba,2017-11-13T10:58:43-0600,44.950560,1x1 with Spacious with a Washer and Dryer,-93.414528,5,$1317,/ 1br - 870ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/1x1-with-spacious-with-washer/6385220839.html
1020,115 North Second Street,2BR / 2Ba,2017-11-09T09:24:40-0600,44.983886,2 bedroom - One month free - Available for immediate move in,-93.269267,5,$2120,/ 2br - 1001ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/2-bedroom-one-month-free/6379952784.html
1021,N/A,1BR / 1Ba,2017-11-09T09:15:57-0600,44.983500,Furnished Short Term Rental - North Loop!,-93.268300,22,$2050,/ 1br - ,https://minneapolis.craigslist.org/hnp/apa/d/furnished-short-term-rental/6379940694.html
1022,63rd Ave N,1BR / 1Ba,2017-11-13T10:57:16-0600,45.128400,Fully Furnished Studios,-93.458900,22,$2254,/ 1br - ,https://minneapolis.craigslist.org/hnp/apa/d/fully-furnished-studios/6385218265.html
1023,1800 washington avenue south,2BR / 1Ba,2017-11-13T10:57:05-0600,44.973442,7 West--Take Over Lease,-93.245628,20,$1715,/ 2br - 715ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/7-west-take-over-lease/6385217915.html
1024,705 Ttown Center Parkway,3BR / 2Ba,2017-11-13T10:56:54-0600,45.152800,Affordable And Pet Friendly 3 Bedroom Apartment Community!,-93.144000,22,$1297,/ 3br - 1288ft2 - ,https://minneapolis.craigslist.org/ank/apa/d/affordable-and-pet-friendly-3/6385217575.html
1025,315 7th Ave. N.,1BR / 1Ba,2017-11-03T07:58:40-0500,44.986490,Live in a great alcove apartment in the hottest neighborhood!,-93.277962,5,$1590,/ 1br - 555ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/live-in-great-alcove/6371869882.html
1026,111 KEllogg Blvd E,0BR / 1Ba,2017-11-13T10:54:54-0600,44.951200,Kellogg Square Apts: 0412 - Updated studio,-93.090200,22,$1000,/ 500ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/kellogg-square-apts-0412/6385214052.html
1027,1136 Randolph Ave,2BR / 1Ba,2017-11-03T13:00:50-0500,44.926490,2 BR Available in Highland Park! $1000 Gift Card with 12+ Month Lease!,-93.147368,22,$1100,/ 2br - 575ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/2-br-available-in-highland/6372326893.html
1028,2701 Freeway Blvd,1BR / 1Ba,2017-11-13T10:54:39-0600,45.074556,Fully Furnished Studios,-93.314391,10,$1975,/ 1br - ,https://minneapolis.craigslist.org/hnp/apa/d/fully-furnished-studios/6385213618.html
1029,N/A,2BR / 1Ba,2017-10-25T11:40:38-0500,44.948514,Huge St. Louis Park Apartment Homes Available! $200 Look 'N' Lease!!,-93.383703,22,$1075,/ 2br - 1100ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/huge-st-louis-park-apartment/6360471561.html
1030,N/A,"available aug 31, 2018",2017-11-13T10:07:21-0600,44.968000,"Complimentary Cable, Dishwasher, Wood-Style Flooring, Microwave",-93.198100,22,$810,N/A,https://minneapolis.craigslist.org/ram/apa/d/complimentary-cable/6385131820.html
1031,N/A,2BR / 1Ba,2017-11-13T10:54:00-0600,44.938314,Lake Minnetonka Lakeshore Apt for Rent,-93.626003,5,$1195,/ 2br - 1100ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/lake-minnetonka-lakeshore-apt/6385212402.html
1032,400 Marquette Avenue South,1BR / 1Ba,2017-10-27T09:36:08-0500,44.979212,"360 Deg. Rooftop Views From 31st Floor! Luxury One Bedroom, Avail. Now",-93.268450,5,$1985,/ 1br - 1985ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/360-deg-rooftop-views-from/6362983624.html
1033,901 Xenia Ave South,2BR / 2Ba,2017-11-10T18:03:32-0600,44.972679,"Gourmet Kitchens, Kitchen Island, Gas Fire Pit",-93.352058,5,$1945,/ 2br - 1156ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/gourmet-kitchens-kitchen/6382069596.html
1034,111 KEllogg Blvd E,0BR / 1Ba,2017-11-13T10:52:57-0600,44.951200,"Kellogg Square Apts: 0412 - Bright, updated studio",-93.090200,22,$1000,/ 500ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/kellogg-square-apts-0412/6385210466.html
1035,7161 France Avenue South,2BR / 2Ba,2017-11-13T10:52:50-0600,44.887940,Resort style living,-93.328901,10,$1970,/ 2br - 1026ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/resort-style-living/6385210218.html
1036,1701 West 143rd Street at County Rd 5,2BR / 2Ba,2017-11-13T10:52:39-0600,44.742805,YOUR SEARCH IS OVER!!,-93.300495,10,$1500,/ 2br - 1075ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/your-search-is-over/6385209892.html
1037,4610 East Lake Street,2BR / 2Ba,2017-11-13T10:51:55-0600,44.948566,Enticing & Desirable 2 Bedroom w/ Riverview at West River Commons,-93.207278,5,$2495,/ 2br - 1875ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/enticing-desirable-2-bedroom/6385208666.html
1038,6426 City West Parkway ,1BR / 1Ba,2017-11-11T10:27:32-0600,44.887549,APPLY NOW AND GET 1/2 OFF YOUR JANUARY'S RENT!***,-93.417691,15,$1197,/ 1br - 744ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/apply-now-and-get-1-2-off/6382730682.html
1039,Hudson Road at Woodbury Drive,1BR / 1Ba,2017-11-13T10:51:27-0600,44.944955,Fully Furnished Studios,-92.903426,15,$1863,/ 1br - ,https://minneapolis.craigslist.org/wsh/apa/d/fully-furnished-studios/6385207773.html
1040,1701 West 143rd Street at County Rd 5,2BR / 2Ba,2017-10-24T11:39:00-0500,44.742805,INCREDIBLE RARE OPPORTUNITY!!!,-93.300495,10,$1500,/ 2br - 1075ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/incredible-rare-opportunity/6359066519.html
1041,3611 Colfax Avenue,2BR / 1Ba,2017-10-20T14:45:30-0500,44.937525,"Two Bedroom Available Near Lake Calhoun, Lake Harriet and Uptown!",-93.292040,0,$1049,/ 2br - 700ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/two-bedroom-available-near/6354127191.html
1042,N/A,available jan 1,2017-11-10T09:25:57-0600,44.458700,North and South Oak Apartments,-93.166800,22,$10,N/A,https://minneapolis.craigslist.org/dak/apa/d/north-and-south-oak-apartments/6381286652.html
1043,1306 E. 78th St.,2BR / 1Ba,2017-11-13T10:35:42-0600,44.862789,"We Pay For Heat, Water, And Trash!",-93.256992,10,$1130,/ 2br - 940ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/we-pay-for-heat-water-and/6385180077.html
1044,8351 163rd Ave NW at Armstrong Blvd,5BR / 4Ba,2017-11-13T10:50:26-0600,45.266137,5 BR/ 4 Bath on 2.5 fenced acres in Ramsey,-93.478496,10,$2475,/ 5br - 3100ft2 - ,https://minneapolis.craigslist.org/ank/apa/d/5-br-4-bath-on-25-fenced/6385206040.html
1045,730 Washington Ave. N.,1BR / 1Ba,2017-11-11T10:43:55-0600,44.987442,"Rustic, LUX Warehouse Apartment! Fully Furnished 1 BR!",-93.276642,5,$2015,/ 1br - 1069ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/rustic-lux-warehouse/6382756360.html
1046,N/A,2BR / 1Ba,2017-11-13T10:49:35-0600,44.954913,"2BR APT- $1395- S MPLS-Top Floor 1080 Square feet! MCAD, Art Institute",-93.272649,5,$1395,/ 2br - ,https://minneapolis.craigslist.org/hnp/apa/d/2br-apt-1395-mpls-top-floor/6385204650.html
1047,N/A,4BR / 3Ba,2017-11-05T17:48:47-0600,N/A,"4 Bed, 3 Bath, 3 Car Single Family Home for Rent in Shakopee",N/A,N/A,$2295,/ 4br - 3053ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/4-bed-3-bath-3-car-single/6375252920.html
1048,Saint Paul Ave at Edgcumbe,2BR / 1Ba,2017-11-13T10:49:14-0600,44.904493,"Lovely, bright, smokefree 2 BR in Highland Park - top floor",-93.176465,5,$925,/ 2br - 825ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/lovely-bright-smokefree-2-br/6385203989.html
1049,29 State Hwy 35,2BR / 1Ba,2017-11-13T10:31:00-0600,45.212036,Main Level Duplex,-92.688475,5,$875,/ 2br - 1060ft2 - ,https://minneapolis.craigslist.org/wsh/apa/d/main-level-duplex/6385172030.html
1050,1701 West 143rd Street at County Rd 5,2BR / 2Ba,2017-10-24T11:37:44-0500,44.742805,NOW AVAILABLE FOR JANUARY!!!,-93.300495,10,$1500,/ 2br - 1075ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/now-available-for-january/6359064394.html
1051,1701 West 143rd Street at County Rd 5,2BR / 2Ba,2017-11-03T12:15:44-0500,44.742805,Make Provence Part Of Your New Year Resolution!! Now Is The Time!!!,-93.300495,10,$1500,/ 2br - 1075ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/make-provence-part-of-your/6372251153.html
1052,172 E 6th St. at Jackson Street.,2BR / 2Ba,2017-11-13T10:47:33-0600,44.948853,Where the City Is Your Backyard. Come see the View from Your New Apt.!,-93.089739,22,$1675,/ 2br - 910ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/where-the-city-is-your/6385200994.html
1053,Denmark Ave,1BR / 1Ba,2017-11-13T10:47:25-0600,44.838675,Fully Furnished Studios,-93.156814,20,$1863,/ 1br - ,https://minneapolis.craigslist.org/hnp/apa/d/fully-furnished-studios/6385200781.html
1054,1941 Fremont Ave S,2BR / 1Ba,2017-11-13T10:47:15-0600,44.963648,Huge and gorgeous 2BR in Lowry Hill neighborhood! Available Nov!,-93.295626,10,$1575,/ 2br - 1340ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/huge-and-gorgeous-2br-in/6385200441.html
1055,N/A,2BR / 1Ba,2017-11-07T10:34:47-0600,45.023245,COME SEE OUR GORGEOUS NEWLY UPGRADED UNITS IN ROBBINSDALE!!,-93.331733,10,$1050,/ 2br - 900ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/come-see-our-gorgeous-newly/6377357766.html
1056,N/A,2BR / 1Ba,2017-11-09T09:35:34-0600,45.023245,Newly Renovated Units in Robbinsdale!! Come Check Us Out!!,-93.331733,10,$1050,/ 2br - 900ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/newly-renovated-units-in/6379968855.html
1057,N/A,1BR / 1Ba,2017-11-13T10:46:30-0600,N/A,"++$1000 Gift Card!! Urban Sophistication, EXTRAORDINARY Amenities",N/A,N/A,$1299,/ 1br - 720ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/1000-gift-card-urban/6385199120.html
1058,901 Xenia Ave South,2BR / 1Ba,2017-11-13T10:46:30-0600,44.972679,"Ready - Set - Tour! Open Concept, Washer/Dryer, Beautiful Community",-93.352058,5,$1660,/ 2br - 910ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/ready-set-tour-open-concept/6385199121.html
1059,401 8th Ave NE,2BR / 1Ba,2017-11-13T10:44:45-0600,45.488003,"On-Site Leasing, Cat & Dog Friendly, High-Speed Internet Access",-93.258281,5,$1190,/ 2br - 850ft2 - ,https://minneapolis.craigslist.org/ank/apa/d/on-site-leasing-cat-dog/6385196114.html
1060,10310 Devonshire Road ,2BR / 2Ba,2017-10-23T15:58:48-0500,44.816174,Two Bedroom Split Layout ~ Gorgeous Renovations ~ Washer/Dryer,-93.294437,5,$1499,/ 2br - 1015ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/two-bedroom-split-layout/6358065214.html
1061,8224 W 30 1/2 Street,2BR / 1Ba,2017-10-20T16:21:19-0500,44.948927,Huge St. Louis Park Apartment Homes Available! $200 Look 'N' Lease!!,-93.384047,22,$1075,/ 2br - 1100ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/huge-st-louis-park-apartment/6354267124.html
1062,N/A,3BR / 2Ba,2017-10-23T13:34:45-0500,44.867700,Heated Parking! Pets! Pool! Huge Private Backyard! In-Home Laundry!,-93.337532,22,$1925,/ 3br - 1515ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/heated-parking-pets-pool-huge/6357833443.html
1063,3043 Ingelwood Ave S,2BR / 1.5Ba,2017-11-13T10:43:34-0600,44.949700,Wonderful 3 Level Townhome Near Chain of Lakes! Great Move In Special!,-93.337300,22,$1395,/ 2br - 1200ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/wonderful-3-level-townhome/6385194026.html
1064,2400 W 102nd St,2BR / 2Ba,2017-11-13T10:43:23-0600,44.819092,You will love living here! Great customer service!,-93.310181,10,$1450,/ 2br - 1300ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/you-will-love-living-here/6385193729.html
1065,2121Garfield Ave.,2BR / 1Ba,2017-10-20T13:33:12-0500,44.961620,Remodeled and Spacious 2 BR behind The Wedge in Uptown!,-93.286768,10,$1100,/ 2br - 750ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/remodeled-and-spacious-2-br/6354014719.html
1066,Villa Way at Vernon Ave.,1BR / 0Ba,2017-11-13T10:35:06-0600,44.906818,"1 Free Month with 12+ Lease, New SS Appliances and Kitchen Flooring!",-93.358576,5,$1185,/ 1br - 798ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/1-free-month-with-12-lease/6385178995.html
1067,N/A,2BR / 1Ba,2017-10-20T13:20:37-0500,44.934116,Excellent Location in Macalester-Groveland Neighborhood! HMF Special!!,-93.176808,22,$1150,/ 2br - 930ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/excellent-location-in/6353994424.html
1068,1707 W 143rd St at County Rd 5,2BR / 2Ba,2017-11-13T10:42:20-0600,44.742805,Dreams Do Come True!!!,-93.300570,10,$1500,/ 2br - 1075ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/dreams-do-come-true/6385191881.html
1069,1701 West 143rd Street at County Rd 5,2BR / 2Ba,2017-11-01T10:09:27-0500,44.742805,We're What You're Looking For!! Absolutely The Best!!!,-93.300495,10,$1500,/ 2br - 1075ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/were-what-youre-looking-for/6369402245.html
1070,511 S 4th Street,2BR / 2Ba,2017-11-13T10:41:20-0600,44.974200,Penthouse 2-Bedroom + Den with private rooftop terrace!,-93.258500,22,$3650,/ 2br - 1465ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/penthouse-2-bedroom-den-with/6385190075.html
1071,N/A,2BR / 2Ba,2017-11-12T14:32:21-0600,44.852461,For Rent : 2 Bedroom 2 Bath TwinHome with Yard Eden Prairie,-93.462238,0,$1650,/ 2br - 1400ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/for-rent-2-bedroom-2-bath/6384243008.html
1072,1701 West 143rd Street at County Rd 5,2BR / 2Ba,2017-11-13T10:40:35-0600,44.742805,IT'S ALL RIGHT HERE!!,-93.300495,10,$1500,/ 2br - 1075ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/its-all-right-here/6385188748.html
1073,E Lake Street at 46th Ave,1BR / 1.5Ba,2017-11-13T10:40:20-0600,44.948475,Exquisite & Rarely available 1 BR Row House at West River Commons,-93.207450,5,$1495,/ 1br - 1000ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/exquisite-rarely-available-1/6385188296.html
1074,N/A,2BR / 1Ba,2017-11-13T10:23:22-0600,N/A,"Heat and water paid, Patio decks, Playground, OD pool, BBQ picnic area",N/A,N/A,$1175,/ 2br - 800ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/heat-and-water-paid-patio/6385158964.html
1075,46th Ave at 46th St,1BR / 1Ba,2017-11-13T10:39:58-0600,44.919947,Glistening & Comfortable 1 Bedroom at Parkway West,-93.207815,5,$1375,/ 1br - 833ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/glistening-comfortable-1/6385187602.html
1076,2320 Marshall Avenue,1BR / 1Ba,2017-11-13T10:39:34-0600,44.948156,Alluring Dog Friendly Apartment at EastRiver Commons,-93.197440,5,$1295,/ 1br - 649ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/alluring-dog-friendly/6385186900.html
1077,2118 Dupont Ave. S.,1BR / 1Ba,2017-11-13T10:39:21-0600,44.961641,Spacious 1BR in Lowry Hill/Uptown neighborhood! Top floor!,-93.293080,10,$1225,/ 1br - 1100ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/spacious-1br-in-lowry-hill/6385186498.html
1078,"4610, E Lake Street",2BR / 2Ba,2017-11-13T10:39:12-0600,44.948528,Tantalizing 2 BR w/ Private Patio and Riverview at West River Commons,-93.207428,5,$1995,/ 2br - 1525ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/tantalizing-2-br-private/6385186190.html
1079,10225 City Walk Drive,2BR / 2Ba,2017-11-13T10:39:09-0600,44.898500,"Custom lighting, On-site dog park, Massage room",-92.923000,5,$1827,/ 2br - 1206ft2 - ,https://minneapolis.craigslist.org/wsh/apa/d/custom-lighting-on-site-dog/6385186114.html
1080,2222 Girard Ave S,2BR / 1Ba,2017-11-13T10:39:08-0600,44.960723,Spacious & Lovely 2BR in Quiet Lowry Hill neighborhood!,-93.296922,10,$1245,/ 2br - 1100ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/spacious-lovely-2br-in-quiet/6385186073.html
1081,1456 Lagoon Ave,1BR / 1Ba,2017-11-06T09:14:49-0600,44.949259,Amazing Uptown Location on Lagoon Avenue! $500 Visa Gift Card!,-93.299772,10,$1090,/ 1br - 646ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/amazing-uptown-location-on/6375831365.html
1082,1941 Fremont Ave S,2BR / 1Ba,2017-11-13T10:38:58-0600,44.963648,Huge and gorgeous 2BR in Lowry Hill neighborhood! Available Nov!,-93.295626,10,$1575,/ 2br - 1340ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/huge-and-gorgeous-2br-in/6385185830.html
1083,2118 Dupont Ave. S.,1BR / 1Ba,2017-11-13T10:38:53-0600,44.961641,Spacious 1BR in Lowry Hill/Uptown neighborhood! Top floor!,-93.293080,10,$1225,/ 1br - 1100ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/spacious-1br-in-lowry-hill/6385185655.html
1084,46th Ave at 46th St,1BR / 1Ba,2017-11-13T10:38:51-0600,44.919788,Refreshing & Radiant 1 Bedroom at Parkway West,-93.207656,15,$1295,/ 1br - 736ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/refreshing-radiant-1-bedroom/6385185604.html
1085,13905 Chestnut DriveÂ ,2BR / 2Ba,2017-10-27T12:08:48-0500,44.851485,Move in by October 31st and get a $1000 gift card,-93.450565,5,$1510,/ 2br - 1183ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/move-in-by-october-31st-and/6363230342.html
1086,2222 Girard Ave S,2BR / 1Ba,2017-11-13T10:38:46-0600,44.960723,Spacious & Lovely 2BR in Brownstone in Lowry Hill! Huge Kitchen!,-93.296922,10,$1250,/ 2br - 1100ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/spacious-lovely-2br-in/6385185447.html
1087,7450 Hwy 7,1BR / 1Ba,2017-11-13T10:38:44-0600,44.937822,Top Floor 1 Bed w in-unit Laundry Room! Close to Uptown/Downtown! #474,-93.374257,5,$1367,/ 1br - 820ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/top-floor-1-bed-in-unit/6385185396.html
1088,1701 West 143rd Street at County Rd 5,2BR / 2Ba,2017-11-13T10:38:41-0600,44.742805,Luxury Living Is Waiting For You!!!,-93.300495,10,$1500,/ 2br - 1075ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/luxury-living-is-waiting-for/6385185299.html
1089,511 S 4th Street,1BR / 1Ba,2017-11-13T10:38:22-0600,44.974200,1-Bedroom + Den available just in time for the new year!,-93.258500,22,$2095,/ 1br - 931ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/1-bedroom-den-available-just/6385184758.html
1090,N/A,available sep 21,2017-10-24T09:17:51-0500,44.959211,"Get a home loan after bankruptcy. Chap 13, wait only 12 months!",-92.966824,5,$1400,N/A,https://minneapolis.craigslist.org/ram/apa/d/get-home-loan-after/6358836246.html
1091,815 9th Ave SE at Apt 311,2BR / 1Ba,2017-11-01T20:30:52-0500,44.987323,Luxury Sublet at the Spectrum Near Dinkytown,-93.239485,10,$995,/ 2br - 877ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/luxury-sublet-at-the-spectrum/6370197963.html
1092,N/A,available oct 4,2017-10-30T15:22:23-0500,45.234283,Rent to Own. Look at houses all over the twin cities and suburbs.,-92.995148,5,$1400,N/A,https://minneapolis.craigslist.org/ank/apa/d/rent-to-own-look-at-houses/6367306873.html
1093,N/A,2BR / 1Ba,2017-10-20T09:41:00-0500,44.933508,2 Bedroom with Hardwood Floors!  Smoke- Free Building!,-93.166294,22,$1100,/ 2br - 725ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/2-bedroom-with-hardwood/6353636108.html
1094,4116 Lexington Ave South,2BR / 1Ba,2017-11-13T10:32:23-0600,44.808169,"Modern, fully equipped 2 BDR in great neighborhood!",-93.146197,10,$12101500,/ 2br - ,https://minneapolis.craigslist.org/dak/apa/d/modern-fully-equipped-2-bdr/6385174331.html
1095,5425 144th Way NW,3BR / 1.5Ba,2017-10-23T13:28:56-0500,45.233484,Spacious 3 bedroom townhome w/ finished basement.,-93.419938,20,$1450,/ 3br - 2000ft2 - ,https://minneapolis.craigslist.org/ank/apa/d/spacious-3-bedroom-townhome/6357823508.html
1096,N/A,1BR / 1Ba,2017-11-06T08:58:30-0600,44.963966,Charming Brownstone w/Hardwood Floors Near Uptown and Downtown!,-93.277636,10,$819,/ 1br - 415ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/charming-brownstone-hardwood/6375806487.html
1097,18900 Stratford RoadÂ ,1BR / 1Ba,2017-11-11T09:47:14-0600,44.908268,Free Parking This Weekend Only For Your New Studio Home!,-93.520378,5,$973,/ 1br - 500ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/free-parking-this-weekend/6382671390.html
1098,Carroll at Chatsworth,2BR / 1Ba,2017-11-13T10:24:47-0600,44.950039,Upper Duplex,-93.141146,5,$1095,/ 2br - 1000ft2 - ,https://minneapolis.craigslist.org/wsh/apa/d/upper-duplex/6385161371.html
1099,45,1BR / 1Ba,2017-11-13T10:36:40-0600,44.977900,Live above Lund's at Cobalt!,-93.219900,22,$2550,/ 1br - 1076ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/live-above-lunds-at-cobalt/6385181818.html
1100,2nd Street NE,3BR / 1.5Ba,2017-11-08T14:55:06-0600,44.998000,Northeast 3 BR *Awesome Location* Private Entrance*,-93.255200,22,$1800,/ 3br - 1500ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/northeast-3-br-awesome/6379135483.html
1101,4362 Lodgepole Drive,3BR / 3Ba,2017-11-06T10:08:46-0600,44.798426,"HANDYMAN SPECIAL! Rent to own home, 3 Bd, 3 Ba, Bad Credit OK!",-93.169934,10,$1695,/ 3br - 2313ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/handyman-special-rent-to-own/6375917217.html
1102,3550 East 46th Street,0BR / 1Ba,2017-11-13T10:36:11-0600,44.919993,Studio Apartment Available right on the Blue Line! Call NOW!,-93.220496,5,$1140,/ 553ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/studio-apartment-available/6385180938.html
1103,Zea St. NW at 119th Ave. NW,2BR / 1Ba,2017-10-31T12:45:00-0500,45.184593,2 BR Upgraded on 1st fl. w/ patio-JAN 2nd - #781-108-CALL TO TOUR!,-93.365357,5,$1050,/ 2br - 938ft2 - ,https://minneapolis.craigslist.org/ank/apa/d/2-br-upgraded-on-1st-fl-patio/6368407440.html
1104,1701 West 143rd Street at County Rd 5,2BR / 2Ba,2017-11-01T10:10:18-0500,44.742805,Don't Get Left Out In The Cold!!,-93.300495,10,$1500,/ 2br - 1075ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/dont-get-left-out-in-the-cold/6369403574.html
1105,110 Regan Lane,2BR / 2Ba,2017-11-13T10:35:32-0600,45.128400,Upgraded Large Top Floor Unit Available Now! 1mo Free with 15mo Lease!,-93.458900,22,$1595,/ 2br - 1600ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/upgraded-large-top-floor-unit/6385179754.html
1106,Cleveland Avenue South at Baird,1BR / 1Ba,2017-11-06T12:35:55-0600,44.914000,"Updated, Top Floor One Bedroom Apartment Home",-93.172700,22,$959,/ 1br - ,https://minneapolis.craigslist.org/ram/apa/d/updated-top-floor-one-bedroom/6376169785.html
1107,Laurel Avenue at Dale,1BR / 1Ba,2017-10-30T13:45:06-0500,44.953200,Magnificent Loft; Updated and Spacious,-93.158000,22,$1209,/ 1br - ,https://minneapolis.craigslist.org/ram/apa/d/magnificent-loft-updated-and/6367153903.html
1108,23164 Gladiola Street NW.,3BR / 2Ba,2017-10-30T12:42:56-0500,45.390300,"Open floor plan 3 bed 2 bath home w/hardwood floors, Finished basement",-93.359800,22,$1500,/ 3br - 1606ft2 - ,https://minneapolis.craigslist.org/ank/apa/d/open-floor-plan-3-bed-2-bath/6367050174.html
1109,Western Avenue North at Dayton Avenue,available nov 15,2017-11-06T12:48:53-0600,44.937200,Walk in Closet of Your Dreams / Dine In Kitchen in This Studio,-93.120900,22,$859,N/A,https://minneapolis.craigslist.org/ram/apa/d/walk-in-closet-of-your-dreams/6376191500.html
1110,Marshall at Virginia,available oct 30,2017-10-30T12:54:29-0500,44.937200,Terrific and Spacious One Bedroom; Off Street Parking Included In Rent,-93.120900,22,$1059,N/A,https://minneapolis.craigslist.org/ram/apa/d/terrific-and-spacious-one/6367069781.html
1111,Laurel Avenue at Western Avenue North,2BR / 1Ba,2017-10-26T14:50:47-0500,44.937200,Darling Victorian Triplex W/ Wrap Around Porch,-93.120900,22,$1449,/ 2br - ,https://minneapolis.craigslist.org/ram/apa/d/darling-victorian-triplex/6362132816.html
1112,6800 Cedar Lake Road,1BR / 1Ba,2017-11-13T10:34:49-0600,44.959653,"Opened in August 2015, Upscale Finishes and Amenities",-93.370897,10,$1480,/ 1br - 816ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/opened-in-august-2015-upscale/6385178582.html
1113,Laurel at Dale,available nov 15,2017-11-08T14:43:32-0600,44.953200,Beautiful One Bedroom Loft,-93.158000,22,$1299,N/A,https://minneapolis.craigslist.org/ram/apa/d/beautiful-one-bedroom-loft/6379118496.html
1114,Ashland Avenue at Milton,1BR / 1Ba,2017-10-30T13:12:46-0500,44.937200,"One Bedroom Apt Home; Cute, Spacious, Wonderful Closet Space",-93.120900,22,$1059,/ 1br - ,https://minneapolis.craigslist.org/ram/apa/d/one-bedroom-apt-home-cute/6367100400.html
1115,7025 W 24th Street,3BR / 2Ba,2017-10-20T11:27:58-0500,44.955000,"Sharp one story home w/nice back yard, cul-de-sac Close to Nelson park",-93.382900,22,$1700,/ 3br - 1457ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/sharp-one-story-home-nice/6353808507.html
